File Name: 	eil51.tsp
CrossOver 	 Muation 	 Populationsize 	 Generationsize 	 TimeCost(ms) 	 Distance 	 Standard Deviation 
3	 2 	 100 	 20000 	 6083.0 	 589.8822320397124 	 1.0710084460197467
0	 0 	 200 	 2000 	 632.0 	 827.0830847134982 	 1.5016776589883571
0	 1 	 200 	 2000 	 632.0 	 723.6844163552383 	 1.313943835007987
0	 2 	 200 	 2000 	 632.0 	 586.2506767009204 	 1.0644148816966013
1	 0 	 200 	 2000 	 1246.0 	 586.2506767009204 	 1.0644148816966013
1	 1 	 200 	 2000 	 1252.0 	 586.2223918535435 	 1.0643635268518719
1	 2 	 200 	 2000 	 1247.0 	 582.443000397046 	 1.057501546695719
2	 0 	 200 	 2000 	 1808.0 	 582.443000397046 	 1.057501546695719
2	 1 	 200 	 2000 	 1777.0 	 581.8702452922287 	 1.0564616347922207
2	 2 	 200 	 2000 	 1795.0 	 581.8702452922287 	 1.0564616347922207
3	 0 	 200 	 2000 	 1204.0 	 581.8702452922287 	 1.0564616347922207
3	 1 	 200 	 2000 	 1252.0 	 581.8702452922287 	 1.0564616347922207
3	 2 	 200 	 2000 	 1222.0 	 581.8702452922287 	 1.0564616347922207
0	 0 	 200 	 5000 	 1584.0 	 752.1774764126027 	 1.3656767171272959
0	 1 	 200 	 5000 	 1585.0 	 708.3839576778926 	 1.286163848459231
0	 2 	 200 	 5000 	 1581.0 	 629.4051441716164 	 1.142767469101689
1	 0 	 200 	 5000 	 3123.0 	 629.4051441716164 	 1.142767469101689
1	 1 	 200 	 5000 	 3116.0 	 618.0790503997433 	 1.1222034625403403
1	 2 	 200 	 5000 	 3158.0 	 618.0790503997433 	 1.1222034625403403
2	 0 	 200 	 5000 	 4444.0 	 618.0790503997433 	 1.1222034625403403
2	 1 	 200 	 5000 	 4469.0 	 618.0790503997433 	 1.1222034625403403
2	 2 	 200 	 5000 	 4449.0 	 618.0790503997433 	 1.1222034625403403
3	 0 	 200 	 5000 	 3059.0 	 618.0790503997433 	 1.1222034625403403
3	 1 	 200 	 5000 	 3065.0 	 618.0790503997433 	 1.1222034625403403
3	 2 	 200 	 5000 	 3056.0 	 618.0790503997433 	 1.1222034625403403
0	 0 	 200 	 10000 	 3169.0 	 665.5523143236879 	 1.208397390516198
0	 1 	 200 	 10000 	 3164.0 	 654.4220736866849 	 1.1881889809710537
0	 2 	 200 	 10000 	 3194.0 	 588.7147778832381 	 1.06888878010338
1	 0 	 200 	 10000 	 6234.0 	 588.7147778832381 	 1.06888878010338
1	 1 	 200 	 10000 	 6259.0 	 588.3599374142977 	 1.0682445207604419
1	 2 	 200 	 10000 	 6257.0 	 588.3599374142977 	 1.0682445207604419
2	 0 	 200 	 10000 	 8927.0 	 588.3599374142977 	 1.0682445207604419
2	 1 	 200 	 10000 	 8893.0 	 588.3599374142977 	 1.0682445207604419
2	 2 	 200 	 10000 	 8933.0 	 588.3599374142977 	 1.0682445207604419
3	 0 	 200 	 10000 	 6142.0 	 588.3599374142977 	 1.0682445207604419
3	 1 	 200 	 10000 	 6152.0 	 588.3599374142977 	 1.0682445207604419
3	 2 	 200 	 10000 	 6106.0 	 588.3599374142977 	 1.0682445207604419
0	 0 	 200 	 20000 	 6339.0 	 796.1071257822464 	 1.4454367487913906
0	 1 	 200 	 20000 	 6346.0 	 717.7003169352979 	 1.3030789188052787
0	 2 	 200 	 20000 	 6350.0 	 607.4731926509878 	 1.1029471388044587
1	 0 	 200 	 20000 	 12494.0 	 607.4731926509878 	 1.1029471388044587
1	 1 	 200 	 20000 	 12561.0 	 597.5779095625023 	 1.084980956424497
1	 2 	 200 	 20000 	 12476.0 	 597.5779095625023 	 1.084980956424497
2	 0 	 200 	 20000 	 17868.0 	 597.5779095625023 	 1.084980956424497
2	 1 	 200 	 20000 	 17866.0 	 597.5779095625023 	 1.084980956424497
2	 2 	 200 	 20000 	 17827.0 	 597.5779095625023 	 1.084980956424497
3	 0 	 200 	 20000 	 12415.0 	 597.5779095625023 	 1.084980956424497
3	 1 	 200 	 20000 	 12218.0 	 597.5779095625023 	 1.084980956424497
3	 2 	 200 	 20000 	 12262.0 	 597.5779095625023 	 1.084980956424497
File Name: 	pcb442.tsp
CrossOver 	 Muation 	 Populationsize 	 Generationsize 	 TimeCost(ms) 	 Distance 	 Standard Deviation 
0	 0 	 20 	 2000 	 397.0 	 392742.90419363993 	 7.666153999863976
0	 1 	 20 	 2000 	 366.0 	 322683.9508050956 	 6.2986366748887885
0	 2 	 20 	 2000 	 362.0 	 244783.70033412863 	 4.778060974190795
1	 0 	 20 	 2000 	 927.0 	 221821.29825883647 	 4.329845847612229
1	 1 	 20 	 2000 	 927.0 	 199888.95261810566 	 3.901736930901696
1	 2 	 20 	 2000 	 917.0 	 178210.11383579485 	 3.478576347046876
2	 0 	 20 	 2000 	 1972.0 	 171467.92877983334 	 3.3469721133798087
2	 1 	 20 	 2000 	 1981.0 	 162693.1893898905 	 3.1756933894265735
2	 2 	 20 	 2000 	 1977.0 	 151622.9699461422 	 2.9596079906532826
3	 0 	 20 	 2000 	 1066.0 	 148350.2916999786 	 2.895726873619212
3	 1 	 20 	 2000 	 1091.0 	 143955.07938538614 	 2.809934427451549
3	 2 	 20 	 2000 	 1090.0 	 132533.96221879538 	 2.586999672642062
0	 0 	 20 	 5000 	 908.0 	 316035.5619708551 	 6.168863298692704
0	 1 	 20 	 5000 	 907.0 	 238078.95788474992 	 4.647187602329644
0	 2 	 20 	 5000 	 921.0 	 164223.39939268416 	 3.2055623581801496
1	 0 	 20 	 5000 	 2413.0 	 144918.31674350437 	 2.8287363608459093
1	 1 	 20 	 5000 	 2427.0 	 133666.8782902573 	 2.6091136535186354
1	 2 	 20 	 5000 	 2366.0 	 118212.49552528156 	 2.3074514796535315
2	 0 	 20 	 5000 	 4940.0 	 113434.00805042479 	 2.214177685327736
2	 1 	 20 	 5000 	 4971.0 	 107546.42257490441 	 2.099254827496935
2	 2 	 20 	 5000 	 4924.0 	 100404.31179374791 	 1.959844234593036
3	 0 	 20 	 5000 	 2705.0 	 98348.20737387755 	 1.9197100578727977
3	 1 	 20 	 5000 	 2726.0 	 94923.27413532982 	 1.8528569960718024
3	 2 	 20 	 5000 	 2697.0 	 90487.28687643081 	 1.7662686424566667
0	 0 	 20 	 10000 	 1829.0 	 256961.78745504594 	 5.015771421141816
0	 1 	 20 	 10000 	 1819.0 	 193676.79390182652 	 3.7804785583580314
0	 2 	 20 	 10000 	 1799.0 	 125195.19960919094 	 2.443750529925705
1	 0 	 20 	 10000 	 4660.0 	 115729.37970281598 	 2.2589822442039345
1	 1 	 20 	 10000 	 4675.0 	 106815.97733657676 	 2.084996885149169
1	 2 	 20 	 10000 	 4665.0 	 93617.2024620264 	 1.8273631005093574
2	 0 	 20 	 10000 	 9963.0 	 89467.13691289598 	 1.7463558021738599
2	 1 	 20 	 10000 	 9863.0 	 86137.65002214925 	 1.6813658075171822
2	 2 	 20 	 10000 	 9887.0 	 80856.31713080966 	 1.578276710713045
3	 0 	 20 	 10000 	 5520.0 	 80122.30409496048 	 1.5639491266608756
3	 1 	 20 	 10000 	 5494.0 	 77727.36148675898 	 1.5172009902610482
3	 2 	 20 	 10000 	 5434.0 	 74753.43656616731 	 1.459151395521462
0	 0 	 20 	 20000 	 3706.0 	 217546.4520251768 	 4.246402889883282
0	 1 	 20 	 20000 	 3739.0 	 164093.33938660182 	 3.203023648950259
0	 2 	 20 	 20000 	 3583.0 	 97079.4485062336 	 1.8949444904642114
1	 0 	 20 	 20000 	 9272.0 	 90181.06971580883 	 1.760291429665136
1	 1 	 20 	 20000 	 9205.0 	 83791.85912994479 	 1.635577089149272
1	 2 	 20 	 20000 	 8965.0 	 76191.39718622305 	 1.487219700362565
2	 0 	 20 	 20000 	 19798.0 	 73293.85409399138 	 1.430661042448944
2	 1 	 20 	 20000 	 19832.0 	 71387.77974619798 	 1.3934553811133799
2	 2 	 20 	 20000 	 19831.0 	 66799.03237963712 	 1.303885223122234
3	 0 	 20 	 20000 	 11007.0 	 65865.72218294954 	 1.2856674536321895
3	 1 	 20 	 20000 	 10868.0 	 64751.4297758708 	 1.2639169977936977
3	 2 	 20 	 20000 	 10725.0 	 62212.42548015273 	 1.2143568460265914
0	 0 	 50 	 2000 	 925.0 	 320502.0872050544 	 6.256047739007298
0	 1 	 50 	 2000 	 926.0 	 255858.68310555146 	 4.994239350846346
0	 2 	 50 	 2000 	 912.0 	 170759.4472340379 	 3.3331428918251103
1	 0 	 50 	 2000 	 2396.0 	 152193.14254590936 	 2.970737487608275
1	 1 	 50 	 2000 	 2393.0 	 140337.64293157574 	 2.7393237947869817
1	 2 	 50 	 2000 	 2470.0 	 123986.05924761468 	 2.4201486872945153
2	 0 	 50 	 2000 	 4967.0 	 119324.61198439206 	 2.32915946202645
2	 1 	 50 	 2000 	 4969.0 	 114760.9954079022 	 2.240079845060401
2	 2 	 50 	 2000 	 4962.0 	 105548.3534306387 	 2.060253471651267
3	 0 	 50 	 2000 	 2786.0 	 102745.42432053697 	 2.0055416335014242
3	 1 	 50 	 2000 	 2740.0 	 97967.1038812707 	 1.9122710996306147
3	 2 	 50 	 2000 	 2785.0 	 93937.86287917955 	 1.833622238773367
0	 0 	 50 	 5000 	 2335.0 	 260935.69148691522 	 5.093340130757432
0	 1 	 50 	 5000 	 2296.0 	 194190.14017374848 	 3.790498832521583
0	 2 	 50 	 5000 	 2256.0 	 115791.78138596998 	 2.2602002952694056
1	 0 	 50 	 5000 	 5949.0 	 108180.704361314 	 2.111635705170354
1	 1 	 50 	 5000 	 5900.0 	 99789.37165807148 	 1.9478408967084935
1	 2 	 50 	 5000 	 5944.0 	 86846.19419168249 	 1.6951962514573469
2	 0 	 50 	 5000 	 12404.0 	 82349.29497258023 	 1.6074189254575657
2	 1 	 50 	 5000 	 12409.0 	 80107.334197687 	 1.5636569214125178
2	 2 	 50 	 5000 	 12373.0 	 75480.78062075499 	 1.4733488042430856
3	 0 	 50 	 5000 	 6797.0 	 74099.88304036367 	 1.4463943426951311
3	 1 	 50 	 5000 	 6873.0 	 73029.99337655262 	 1.4255106072079733
3	 2 	 50 	 5000 	 7053.0 	 70190.71060792224 	 1.370089162998382
0	 0 	 50 	 10000 	 4591.0 	 219420.75143858284 	 4.282988319668517
0	 1 	 50 	 10000 	 4645.0 	 153214.12096045728 	 2.9906664988593663
0	 2 	 50 	 10000 	 4517.0 	 91221.4674425147 	 1.780599496619041
1	 0 	 50 	 10000 	 11927.0 	 84648.31288749102 	 1.6522946576374715
1	 1 	 50 	 10000 	 11981.0 	 77799.71191399038 	 1.5186132360615183
1	 2 	 50 	 10000 	 12010.0 	 71407.83692569751 	 1.3938468876821926
2	 0 	 50 	 10000 	 24813.0 	 69786.01511842823 	 1.3621897002394527
2	 1 	 50 	 10000 	 24814.0 	 67605.74169992232 	 1.3196318039424002
2	 2 	 50 	 10000 	 24766.0 	 65476.5602873463 	 1.2780711992104865
3	 0 	 50 	 10000 	 13498.0 	 63981.05262915855 	 1.2488796036572016
3	 1 	 50 	 10000 	 13488.0 	 62466.41834904019 	 1.2193146655746145
3	 2 	 50 	 10000 	 13569.0 	 60607.510906670104 	 1.1830296797160893
0	 0 	 50 	 20000 	 9159.0 	 184988.82364144098 	 3.6108935263913797
0	 1 	 50 	 20000 	 9250.0 	 138927.40492545973 	 2.7117966221355925
0	 2 	 50 	 20000 	 9090.0 	 73943.81841917412 	 1.4433480357925892
1	 0 	 50 	 20000 	 22934.0 	 68852.8389192063 	 1.3439745463159694
1	 1 	 50 	 20000 	 22895.0 	 65744.31855950438 	 1.28329771285894
1	 2 	 50 	 20000 	 23374.0 	 61361.37679708829 	 1.197744782011969
2	 0 	 50 	 20000 	 49769.0 	 60686.885681411855 	 1.1845790374266356
2	 1 	 50 	 20000 	 49833.0 	 59033.080240857795 	 1.1522975447307182
2	 2 	 50 	 20000 	 49717.0 	 57966.169107414935 	 1.1314719487344385
3	 0 	 50 	 20000 	 27153.0 	 57482.47936207856 	 1.1220305558122243
3	 1 	 50 	 20000 	 27065.0 	 57088.738436812935 	 1.1143449209174767
3	 2 	 50 	 20000 	 27035.0 	 56633.4153474829 	 1.1054572315786595
0	 0 	 100 	 2000 	 1877.0 	 270093.8374418847 	 5.272102767827029
0	 1 	 100 	 2000 	 1877.0 	 202282.46820214883 	 3.948457212471194
0	 2 	 100 	 2000 	 1840.0 	 130654.28167052724 	 2.5503092056731984
1	 0 	 100 	 2000 	 4822.0 	 118635.0969139622 	 2.3157004570165567
1	 1 	 100 	 2000 	 4823.0 	 108731.96515533712 	 2.1223960527054553
1	 2 	 100 	 2000 	 4906.0 	 95418.50238669918 	 1.8625236151234583
2	 0 	 100 	 2000 	 9991.0 	 92206.67480311717 	 1.7998302739737204
2	 1 	 100 	 2000 	 9972.0 	 88599.15654805752 	 1.7294132398139581
2	 2 	 100 	 2000 	 9993.0 	 82002.23548139165 	 1.6006444898709349
3	 0 	 100 	 2000 	 5447.0 	 79425.38764408509 	 1.550345650238001
3	 1 	 100 	 2000 	 5595.0 	 77057.44597425814 	 1.504124559265373
3	 2 	 100 	 2000 	 5597.0 	 71919.24581402216 	 1.4038293450428045
0	 0 	 100 	 5000 	 4712.0 	 229787.46019406847 	 4.48534152565313
0	 1 	 100 	 5000 	 4694.0 	 157613.85577026292 	 3.076547221974614
0	 2 	 100 	 5000 	 4637.0 	 91929.75576680612 	 1.7944249465822222
1	 0 	 100 	 5000 	 11516.0 	 85279.35450584139 	 1.6646122887771857
1	 1 	 100 	 5000 	 11501.0 	 78752.25771313645 	 1.5372064753287435
1	 2 	 100 	 5000 	 12183.0 	 72400.09655504249 	 1.4132153219560706
2	 0 	 100 	 5000 	 24936.0 	 69355.04657144076 	 1.353777399940643
2	 1 	 100 	 5000 	 24889.0 	 66557.89960642648 	 1.2991784265025919
2	 2 	 100 	 5000 	 25020.0 	 63966.821734597856 	 1.248601823389008
3	 0 	 100 	 5000 	 13909.0 	 63367.00545741442 	 1.2368936960023291
3	 1 	 100 	 5000 	 13791.0 	 62773.027302082744 	 1.2252995259671586
3	 2 	 100 	 5000 	 13759.0 	 61360.533173643365 	 1.1977283148850584
0	 0 	 100 	 10000 	 9367.0 	 186110.153480577 	 3.6327813495440577
0	 1 	 100 	 10000 	 9417.0 	 130521.38062693752 	 2.5477150407474354
0	 2 	 100 	 10000 	 9117.0 	 76216.5846982793 	 1.4877113485737352
1	 0 	 100 	 10000 	 24585.0 	 71912.79043760955 	 1.4037033391769373
1	 1 	 100 	 10000 	 24659.0 	 68546.88512002875 	 1.3380024742141086
1	 2 	 100 	 10000 	 24540.0 	 62102.71972569094 	 1.2122154420714977
2	 0 	 100 	 10000 	 49897.0 	 60695.927976554995 	 1.184755538711164
2	 1 	 100 	 10000 	 49901.0 	 59463.77271633817 	 1.1607044562455022
2	 2 	 100 	 10000 	 49915.0 	 58088.074894531324 	 1.1338514915028244
3	 0 	 100 	 10000 	 27570.0 	 57761.49443139548 	 1.12747679676738
3	 1 	 100 	 10000 	 27884.0 	 57191.84306628589 	 1.1163574740640736
3	 2 	 100 	 10000 	 27296.0 	 56156.19124201998 	 1.0961420448601689
0	 0 	 100 	 20000 	 18803.0 	 165621.7493377141 	 3.232857481554334
0	 1 	 100 	 20000 	 18586.0 	 110733.26144586355 	 2.161460400905538
0	 2 	 100 	 20000 	 18245.0 	 64059.48478483094 	 1.2504105618935073
1	 0 	 100 	 20000 	 47447.0 	 62241.41868747285 	 1.2149227795925266
1	 1 	 100 	 20000 	 47275.0 	 60330.414343608136 	 1.1776208870871618
1	 2 	 100 	 20000 	 46199.0 	 58049.05890820784 	 1.1330899180754788
2	 0 	 100 	 20000 	 99919.0 	 57876.8766513313 	 1.1297290026186617
2	 1 	 100 	 20000 	 99815.0 	 57093.43943577594 	 1.114436682173043
2	 2 	 100 	 20000 	 99793.0 	 56571.76581431291 	 1.1042538621218103
3	 0 	 100 	 20000 	 54937.0 	 56571.76581431291 	 1.1042538621218103
3	 1 	 100 	 20000 	 54968.0 	 56543.66621880019 	 1.1037053714317577
3	 2 	 100 	 20000 	 54937.0 	 56543.66621880019 	 1.1037053714317577
0	 0 	 200 	 2000 	 3857.0 	 238231.92287537892 	 4.650173405923365
0	 1 	 200 	 2000 	 3807.0 	 163841.49614361188 	 3.198107789073554
0	 2 	 200 	 2000 	 3769.0 	 100575.4156876306 	 1.9631841009190085
1	 0 	 200 	 2000 	 9797.0 	 91065.04157140505 	 1.7775461382905142
1	 1 	 200 	 2000 	 9825.0 	 83676.425307808 	 1.6333238760476618
1	 2 	 200 	 2000 	 9502.0 	 75095.1437265836 	 1.4658213561665456
2	 0 	 200 	 2000 	 20061.0 	 73951.47059946861 	 1.4434974026988932
2	 1 	 200 	 2000 	 19977.0 	 71667.56337608429 	 1.3989166240039501
2	 2 	 200 	 2000 	 20021.0 	 68202.17239464018 	 1.3312738463755807
3	 0 	 200 	 2000 	 11030.0 	 67044.90597294495 	 1.3086845582869717
3	 1 	 200 	 2000 	 11047.0 	 65557.95343439752 	 1.279659954584971
3	 2 	 200 	 2000 	 11106.0 	 64257.83443442182 	 1.2542822523641595
0	 0 	 200 	 5000 	 9581.0 	 198468.4021404436 	 3.874008463728758
0	 1 	 200 	 5000 	 9480.0 	 143985.92262142687 	 2.8105364726949325
0	 2 	 200 	 5000 	 9421.0 	 74581.69242359589 	 1.4557990318467309
1	 0 	 200 	 5000 	 23397.0 	 69109.20226002595 	 1.3489786363444782
1	 1 	 200 	 5000 	 23396.0 	 65071.84399334769 	 1.2701713303575592
1	 2 	 200 	 5000 	 24235.0 	 61528.54327443878 	 1.2010077918469013
2	 0 	 200 	 5000 	 50075.0 	 59940.857583667275 	 1.1700169251020913
2	 1 	 200 	 5000 	 50125.0 	 59168.13249664544 	 1.154933700291626
2	 2 	 200 	 5000 	 50109.0 	 57441.77853451919 	 1.121236095088274
3	 0 	 200 	 5000 	 27926.0 	 57409.770056606954 	 1.120611304879829
3	 1 	 200 	 5000 	 28356.0 	 57115.526519646446 	 1.1148678115061288
3	 2 	 200 	 5000 	 27665.0 	 56176.09592099164 	 1.0965305746914789
0	 0 	 200 	 10000 	 19286.0 	 165958.17363228687 	 3.2394243231801187
0	 1 	 200 	 10000 	 18907.0 	 115155.88708835751 	 2.247787942147097
0	 2 	 200 	 10000 	 18721.0 	 62834.05733972212 	 1.2264908031669888
1	 0 	 200 	 10000 	 48948.0 	 59484.40107719521 	 1.1611071120017393
1	 1 	 200 	 10000 	 48948.0 	 58184.47312238449 	 1.1357331388913459
1	 2 	 200 	 10000 	 48578.0 	 57517.18720408893 	 1.122708036319226
2	 0 	 200 	 10000 	 100015.0 	 57454.1120547843 	 1.1214768395159982
2	 1 	 200 	 10000 	 99889.0 	 56421.769979031975 	 1.1013260150230504
2	 2 	 200 	 10000 	 99796.0 	 55956.32752765227 	 1.0922408005678665
3	 0 	 200 	 10000 	 55526.0 	 55947.3096207295 	 1.0920647753297572
3	 1 	 200 	 10000 	 55447.0 	 55804.357957319684 	 1.089274427103132
3	 2 	 200 	 10000 	 55911.0 	 55191.079004402396 	 1.0773035147130223
0	 0 	 200 	 20000 	 37997.0 	 161088.1621056644 	 3.1443640230561654
0	 1 	 200 	 20000 	 37628.0 	 107175.25501886399 	 2.092009813993251
0	 2 	 200 	 20000 	 37089.0 	 59062.27952288486 	 1.1528675007765559
1	 0 	 200 	 20000 	 96888.0 	 58203.27221805687 	 1.1361000882644443
1	 1 	 200 	 20000 	 97254.0 	 57216.074095387725 	 1.1168304521845855
1	 2 	 200 	 20000 	 90189.0 	 56650.505047712 	 1.1057908143687465
2	 0 	 200 	 20000 	 201115.0 	 56650.505047712 	 1.1057908143687465
2	 1 	 200 	 20000 	 200088.0 	 56182.52962570892 	 1.0966561575361993
2	 2 	 200 	 20000 	 199621.0 	 56182.52962570892 	 1.0966561575361993
3	 0 	 200 	 20000 	 109325.0 	 56182.52962570892 	 1.0966561575361993
3	 1 	 200 	 20000 	 108639.0 	 55836.52913344357 	 1.0899023931029985
3	 2 	 200 	 20000 	 109416.0 	 55726.506367578135 	 1.0877548012366423
